,Volume Requirements Forecast - DC-H - GB (MW),Volume Requirements Forecast - DC-L - GB (MW),Volume Requirements Forecast - DR-H - GB (MW),Volume Requirements Forecast - DR-L - GB (MW),Volume Requirements Forecast - DM-H - GB (MW),Volume Requirements Forecast - DM-L - GB (MW),Ancillary Volume Accepted - DC-H - GB (MW),Ancillary Volume Accepted - DC-L - GB (MW),Ancillary Volume Accepted - DR-H - GB (MW),Ancillary Volume Accepted - DR-L - GB (MW),Ancillary Volume Accepted - DM-H - GB (MW),Ancillary Volume Accepted - DM-L - GB (MW),Ancillary Price - DC-H - GB (£/MW/h),Ancillary Price - DC-L - GB (£/MW/h),Ancillary Price - DR-H - GB (£/MW/h),Ancillary Price - DR-L - GB (£/MW/h),Ancillary Price - DM-H - GB (£/MW/h),Ancillary Price - DM-L - GB (£/MW/h),"Day Ahead Price (N2EX, local) - GB (£/MWh)_min","Day Ahead Price (N2EX, local) - GB (£/MWh)_max","Day Ahead Price (N2EX, local) - GB (£/MWh)_mean","Day Ahead Price (N2EX, local) - GB (£/MWh)_std","Day Ahead Price (EPEX, local) - GB (£/MWh)_min","Day Ahead Price (EPEX, local) - GB (£/MWh)_max","Day Ahead Price (EPEX, local) - GB (£/MWh)_mean","Day Ahead Price (EPEX, local) - GB (£/MWh)_std","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_0","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_1","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_2","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_3","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_4","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_5","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_6","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_7",National Demand Forecast (NDF) - GB (MW)_timeslot_0,National Demand Forecast (NDF) - GB (MW)_timeslot_1,National Demand Forecast (NDF) - GB (MW)_timeslot_2,National Demand Forecast (NDF) - GB (MW)_timeslot_3,National Demand Forecast (NDF) - GB (MW)_timeslot_4,National Demand Forecast (NDF) - GB (MW)_timeslot_5,National Demand Forecast (NDF) - GB (MW)_timeslot_6,National Demand Forecast (NDF) - GB (MW)_timeslot_7,"Day Ahead Price (N2EX, local) - GB (£/MWh)_timeslot_0","Day Ahead Price (N2EX, local) - GB (£/MWh)_timeslot_1","Day Ahead Price (N2EX, local) - GB (£/MWh)_timeslot_2","Day Ahead Price (N2EX, local) - GB (£/MWh)_timeslot_3","Day Ahead Price (EPEX, local) - GB (£/MWh)_timeslot_0","Day Ahead Price (EPEX, local) - GB (£/MWh)_timeslot_1","Day Ahead Price (EPEX, local) - GB (£/MWh)_timeslot_2","Day Ahead Price (EPEX, local) - GB (£/MWh)_timeslot_3"
2023-02-05 03:00:00,737.0,695.0,80,80,80.0,80,996,781,100.0,50.0,36.0,,9.51,4.47,0.0,6.0,3.47,,111.95,192.95,139.31,21.7,103.4,199.0,140.49,23.53,139.3,130.0,139.3,135.0,139.3,142.0,143.0,138.5,21445.0,20906.0,20541.0,20400.0,20465.0,20767.0,21996.0,22985.0,112.97,111.95,112.5,120.02,107.8,103.4,108.3,122.6
2023-02-05 07:00:00,766.0,639.0,80,80,80.0,80,931,803,98.0,58.0,49.0,,6.16,2.32,0.0,5.0,7.87,,111.95,192.95,139.31,21.7,103.4,199.0,140.49,23.53,141.3,164.0,128.4,175.0,147.5,149.0,142.0,135.0,24819.0,25688.0,27646.0,28800.0,30086.0,30369.0,30500.0,30377.0,120.05,146.84,136.31,140.0,129.4,144.2,138.2,140.0
2023-02-05 11:00:00,688.0,581.0,80,80,80.0,80,875,801,99.0,78.0,70.0,,4.24,4.24,0.0,15.39,0.8,,111.95,192.95,139.31,21.7,103.4,199.0,140.49,23.53,134.0,134.0,127.3,116.2,134.0,127.3,129.3,135.0,29615.0,29502.0,29616.0,29630.0,29580.0,29380.0,29380.0,29686.0,137.58,146.57,146.3,140.03,140.0,144.2,142.0,142.0
2023-02-05 15:00:00,498.0,522.0,80,80,80.0,80,748,597,100.0,42.0,67.0,19.0,5.93,2.55,0.0,31.47,6.57,6.84,111.95,192.95,139.31,21.7,103.4,199.0,140.49,23.53,150.2,149.0,143.0,169.5,139.0,168.9,174.3,145.0,30330.0,30858.0,32367.0,33991.0,35064.0,35360.0,35187.0,34545.0,120.04,144.76,192.95,189.99,131.4,160.0,199.0,190.0
2023-02-05 19:00:00,457.0,639.0,80,80,80.0,80,821,600,99.0,80.0,49.0,,6.22,2.29,0.0,18.9,5.45,,111.95,192.95,139.31,21.7,103.4,199.0,140.49,23.53,165.0,130.0,143.0,139.0,145.0,139.0,156.0,134.0,33514.0,32478.0,31424.0,30520.0,29598.0,28745.0,26987.0,26241.0,178.19,140.49,136.78,129.84,179.0,153.9,143.85,131.0
2023-02-05 23:00:00,480.0,605.0,80,80,80.0,80,773,689,78.0,34.0,54.0,12.0,4.8,4.13,15.0,8.0,3.65,1.26,111.95,192.95,139.31,21.7,103.4,199.0,140.49,23.53,148.3,145.1,140.0,161.6,158.3,130.4,140.0,124.8,24720.0,22900.0,22700.0,23400.0,23017.0,22552.0,22066.0,21797.0,134.91,136.78,133.68,130.06,138.9,139.6,138.2,132.5
2023-02-06 03:00:00,600.0,519.0,80,80,80.0,80,771,761,83.0,68.0,38.0,,16.61,2.35,15.0,15.61,3.47,,127.57,204.0,156.51,24.04,128.7,210.0,159.15,24.14,121.7,109.7,115.0,116.2,111.0,121.6,119.4,125.0,21347.0,20952.0,20712.0,20500.0,20585.0,20903.0,21742.0,22416.0,129.97,133.01,152.72,179.4,130.2,132.5,150.2,172.8
2023-02-06 07:00:00,629.0,574.0,80,80,80.0,80,734,618,79.0,54.0,63.0,16.0,4.8,3.68,20.0,24.01,0.0,2.95,127.57,204.0,156.51,24.04,128.7,210.0,159.15,24.14,120.0,135.0,140.0,164.5,145.0,142.0,144.0,144.9,23361.0,24235.0,25795.0,27200.0,28031.0,28363.0,28800.0,28800.0,187.94,188.49,173.66,153.9,188.5,188.0,175.3,163.7
2023-02-06 11:00:00,441.0,393.0,80,80,80.0,80,671,637,96.0,60.0,45.0,4.0,5.7,2.78,0.0,25.0,6.87,5.13,127.57,204.0,156.51,24.04,128.7,210.0,159.15,24.14,142.0,145.0,149.0,149.0,152.0,143.45,140.0,139.0,28457.0,28245.0,28649.0,28710.0,28850.0,28913.0,29246.0,29771.0,146.09,140.68,142.72,147.36,148.2,144.65,147.8,151.3
2023-02-06 15:00:00,405.0,359.0,80,80,80.0,80,459,591,61.0,12.0,4.0,4.0,7.46,4.56,30.0,15.68,6.75,6.75,127.57,204.0,156.51,24.04,128.7,210.0,159.15,24.14,138.0,135.3,124.0,157.8,182.4,196.8,191.6,178.0,30782.0,31949.0,33573.0,35548.0,37725.0,37940.0,37410.0,36811.0,157.45,185.54,204.0,197.0,160.6,186.2,210.0,200.9
2023-02-06 19:00:00,403.0,491.0,80,80,80.0,80,488,601,89.0,61.0,53.0,4.0,1.41,7.07,10.55,25.0,7.0,7.0,127.57,204.0,156.51,24.04,128.7,210.0,159.15,24.14,175.0,160.0,158.4,126.6,142.1,133.0,150.0,121.0,36835.0,35486.0,34468.0,33100.0,31907.0,30578.0,28897.0,27482.0,180.0,154.5,141.3,127.57,187.85,160.6,146.0,128.7
2023-02-06 23:00:00,480.0,584.0,80,80,80.0,80,494,565,78.0,58.0,38.0,,0.56,1.98,15.0,15.05,4.2,,127.57,204.0,156.51,24.04,128.7,210.0,159.15,24.14,130.0,125.0,125.0,148.8,148.9,132.3,140.0,130.0,25739.0,25060.0,24240.0,24870.0,24782.0,24328.0,24052.0,23786.0,132.51,130.35,129.56,128.74,135.2,135.0,136.2,132.5
2023-02-07 03:00:00,598.0,505.0,80,80,80.0,80,498,636,83.0,61.0,,,0.86,2.15,15.0,16.2,,,128.74,230.25,171.62,32.39,131.68,249.6,173.07,32.78,140.0,127.1,140.0,131.0,150.0,148.4,167.3,170.0,23603.0,23294.0,23103.0,23050.0,24076.0,24536.0,27618.0,30148.0,129.54,131.48,150.24,175.6,131.68,131.69,150.7,175.5
2023-02-07 07:00:00,611.0,559.0,80,80,80.0,80,300,755,97.0,72.0,76.0,,0.0,4.84,0.0,22.45,5.0,,128.74,230.25,171.62,32.39,131.68,249.6,173.07,32.78,174.8,216.0,185.0,188.1,177.6,168.0,162.2,145.0,33208.0,35069.0,36567.0,36800.0,37083.0,37100.0,35986.0,34900.0,203.4,197.28,209.39,195.01,204.9,196.0,190.4,185.4
2023-02-07 11:00:00,420.0,376.0,80,80,80.0,80,275,718,99.0,86.0,70.0,1.0,0.75,7.3,0.0,15.0,6.0,6.0,128.74,230.25,171.62,32.39,131.68,249.6,173.07,32.78,145.0,136.0,141.4,130.0,143.0,135.0,139.2,148.8,34141.0,33734.0,33619.0,33362.0,33240.0,33100.0,33430.0,33895.0,175.07,161.55,160.01,170.43,176.0,167.2,171.8,173.0
2023-02-07 15:00:00,369.0,339.0,80,80,80.0,80,259,683,49.0,5.0,4.0,4.0,0.0,61.36,30.0,35.0,8.5,8.5,128.74,230.25,171.62,32.39,131.68,249.6,173.07,32.78,160.0,175.7,160.0,210.0,175.8,209.4,199.0,167.8,34879.0,36209.0,37523.0,39219.0,40467.0,41200.0,40803.0,40284.0,188.1,209.24,230.25,226.57,188.0,212.6,249.6,233.8
2023-02-07 19:00:00,369.0,472.0,80,80,80.0,80,365,593,99.0,84.0,77.0,3.0,0.1,8.9,0.0,17.62,5.61,6.69,128.74,230.25,171.62,32.39,131.68,249.6,173.07,32.78,195.2,165.6,170.0,139.65,153.0,136.0,137.0,127.0,39458.0,38232.0,37254.0,35950.0,34160.0,32562.0,30533.0,28748.0,202.36,171.5,161.28,140.0,200.0,169.2,160.0,144.7
2023-02-07 23:00:00,423.0,466.0,80,80,80.0,80,519,567,99.0,70.0,49.0,,0.48,1.09,0.0,10.85,4.89,,128.74,230.25,171.62,32.39,131.68,249.6,173.07,32.78,130.0,120.0,118.5,132.6,130.0,123.0,127.3,126.0,26954.0,25850.0,25800.0,26400.0,26223.0,25700.0,25326.0,25088.0,141.9,140.42,136.78,129.07,137.88,137.3,137.25,131.6
2023-02-08 03:00:00,579.0,486.0,80,80,80.0,80,542,640,100.0,79.0,38.0,,0.81,2.03,0.0,17.4,2.89,,125.52,183.67,145.37,16.97,129.99,184.4,147.88,17.12,132.1,126.0,135.5,125.0,150.0,153.9,149.0,181.1,24947.0,24647.0,24409.0,24400.0,25136.0,26297.0,29007.0,31380.0,128.32,129.02,142.76,166.0,130.0,129.99,143.0,166.2
2023-02-08 07:00:00,626.0,555.0,80,80,80.0,80,372,622,100.0,75.0,65.0,12.0,0.5,3.91,0.0,15.02,6.89,4.46,125.52,183.67,145.37,16.97,129.99,184.4,147.88,17.12,166.0,216.67,191.4,208.0,213.0,203.2,201.6,184.0,35004.0,36683.0,37734.0,38000.0,38400.0,37486.0,36580.0,36200.0,183.67,171.87,152.91,140.87,184.4,175.7,161.9,152.0
2023-02-08 11:00:00,444.0,478.0,80,80,80.0,80,366,658,95.0,69.0,84.0,10.0,0.48,2.1,0.0,18.4,0.48,3.48,125.52,183.67,145.37,16.97,129.99,184.4,147.88,17.12,178.0,174.4,169.5,153.6,166.4,147.2,161.6,176.0,35365.0,34744.0,34280.0,33766.0,33467.0,33420.0,33636.0,34138.0,129.95,128.07,125.52,128.06,139.9,131.6,130.6,133.2
2023-02-08 15:00:00,430.0,455.0,80,80,80.0,80,329,605,57.0,29.0,48.0,,0.8,11.12,25.0,15.47,8.89,,125.52,183.67,145.37,16.97,129.99,184.4,147.88,17.12,171.8,203.2,180.0,240.0,217.9,256.5,246.27,217.6,34559.0,35343.0,37266.0,38648.0,39838.0,41000.0,40888.0,40331.0,136.72,156.59,171.57,167.2,145.4,162.6,172.9,172.2
2023-02-08 19:00:00,433.0,591.0,80,80,80.0,80,474,610,93.0,69.0,96.0,12.0,0.5,9.28,0.0,19.4,0.48,2.62,125.52,183.67,145.37,16.97,129.99,184.4,147.88,17.12,232.4,179.7,195.2,160.0,180.0,129.4,155.7,130.0,39686.0,38801.0,37559.0,36800.0,35186.0,33327.0,31329.0,29819.0,159.95,147.5,145.75,134.25,157.6,146.5,144.2,132.2
2023-02-08 23:00:00,523.0,582.0,80,80,80.0,80,699,574,100.0,88.0,55.0,15.0,1.68,1.96,0.0,8.94,6.28,6.28,125.52,183.67,145.37,16.97,129.99,184.4,147.88,17.12,141.0,130.0,130.0,143.3,140.8,133.0,129.9,120.0,28042.0,26800.0,26320.0,26720.0,26295.0,25741.0,25303.0,24981.0,136.07,134.92,128.25,124.87,130.8,131.0,130.0,122.9
2023-02-09 03:00:00,664.0,543.0,80,80,80.0,80,715,693,100.0,87.0,40.0,4.0,2.16,2.02,0.0,10.85,7.67,7.33,120.01,186.53,145.51,20.99,121.5,181.1,144.37,19.22,131.2,120.9,132.9,129.0,142.0,154.6,153.8,197.4,24697.0,24246.0,24000.0,24106.0,24677.0,25807.0,28684.0,31183.0,120.01,124.57,149.48,161.81,121.5,126.3,142.8,155.0
2023-02-09 07:00:00,683.0,561.0,80,80,80.0,80,503,512,100.0,89.0,92.0,36.0,0.84,2.76,0.0,10.67,2.06,5.6,120.01,186.53,145.51,20.99,121.5,181.1,144.37,19.22,165.7,208.0,162.3,161.6,165.0,137.5,138.0,135.9,34322.0,35417.0,36716.0,36939.0,37020.0,36530.0,35408.0,34590.0,184.91,169.87,151.73,137.37,181.1,167.8,160.0,142.8
2023-02-09 11:00:00,463.0,482.0,80,80,80.0,80,465,498,100.0,88.0,75.0,41.0,0.68,1.96,0.0,8.7,2.89,5.4,120.01,186.53,145.51,20.99,121.5,181.1,144.37,19.22,128.0,120.0,120.0,108.0,120.0,110.2,125.3,115.8,33749.0,33128.0,32720.0,32062.0,31636.0,31280.0,31711.0,32063.0,127.58,120.01,120.87,127.62,126.1,121.5,123.8,126.2
2023-02-09 15:00:00,407.0,357.0,80,80,80.0,80,392,615,82.0,28.0,65.0,7.0,5.0,30.0,19.46,33.55,0.0,6.2,120.01,186.53,145.51,20.99,121.5,181.1,144.37,19.22,130.0,152.55,139.6,183.4,158.4,182.55,172.2,149.9,32957.0,34614.0,35576.0,37058.0,38722.0,39640.0,39440.0,39385.0,134.39,154.99,179.72,186.53,137.2,153.75,176.6,179.3
2023-02-09 19:00:00,403.0,488.0,80,80,80.0,80,469,605,100.0,89.0,74.0,,0.87,4.0,0.0,10.0,3.0,,120.01,186.53,145.51,20.99,121.5,181.1,144.37,19.22,176.0,158.0,160.0,148.0,170.0,145.8,141.0,130.15,38847.0,37791.0,36434.0,34840.0,33011.0,31785.0,29794.0,28114.0,169.11,155.27,147.21,138.28,164.9,150.8,146.0,138.45
2023-02-09 23:00:00,446.0,581.0,80,80,80.0,80,702,672,100.0,84.0,80.0,30.0,0.89,1.15,0.0,6.0,3.79,2.9,120.01,186.53,145.51,20.99,121.5,181.1,144.37,19.22,145.9,123.7,121.0,143.2,140.0,120.0,122.6,119.0,26414.0,25000.0,25150.0,25800.0,25629.0,24934.0,24497.0,24207.0,142.85,138.56,129.09,121.97,139.15,142.2,135.6,127.9
2023-02-10 03:00:00,625.0,519.0,80,80,80.0,80,718,759,100.0,85.0,79.0,32.0,1.83,2.02,0.0,9.0,3.31,3.84,119.36,184.77,140.0,19.21,115.0,180.0,140.98,19.05,125.0,119.5,124.9,120.0,134.0,141.9,150.0,155.0,23940.0,23531.0,23320.0,23448.0,24126.0,25293.0,28181.0,30712.0,121.05,121.97,129.97,151.95,120.9,124.5,139.5,154.2
2023-02-10 07:00:00,678.0,561.0,80,80,80.0,80,571,559,100.0,86.0,96.0,30.0,0.92,2.76,0.0,12.0,1.57,5.84,119.36,184.77,140.0,19.21,115.0,180.0,140.98,19.05,165.4,193.6,176.0,182.3,174.4,155.3,155.0,136.0,33886.0,35053.0,36428.0,36600.0,36760.0,35702.0,35121.0,34320.0,184.77,179.1,155.09,136.72,180.0,177.55,162.7,144.0
2023-02-10 11:00:00,501.0,493.0,80,80,80.0,80,561,546,100.0,85.0,88.0,39.0,0.75,1.55,0.0,9.0,1.75,5.45,119.36,184.77,140.0,19.21,115.0,180.0,140.98,19.05,127.2,127.2,127.2,119.6,127.2,123.9,134.0,130.0,33508.0,32765.0,32381.0,32082.0,31800.0,32041.0,32284.0,32795.0,124.06,120.09,119.36,120.08,124.7,116.0,115.0,118.9
2023-02-10 15:00:00,494.0,475.0,80,80,80.0,80,539,623,100.0,89.0,49.0,,0.65,2.52,0.0,10.88,2.45,,119.36,184.77,140.0,19.21,115.0,180.0,140.98,19.05,136.0,156.3,135.0,184.0,176.9,202.5,191.7,193.6,33999.0,35534.0,36837.0,38057.0,39747.0,40594.0,40600.0,40267.0,130.02,144.01,166.22,168.57,126.15,143.2,164.0,168.6
2023-02-10 19:00:00,495.0,609.0,80,80,80.0,80,690,747,100.0,88.0,64.0,16.0,0.85,2.79,0.0,8.97,4.82,4.82,119.36,184.77,140.0,19.21,115.0,180.0,140.98,19.05,195.7,168.6,176.0,155.0,172.35,142.0,164.15,138.0,39728.0,38494.0,37638.0,36100.0,34561.0,32600.0,30706.0,28935.0,149.99,144.9,138.09,133.16,153.6,141.4,142.0,130.8
2023-02-10 23:00:00,612.0,607.0,80,80,80.0,80,658,754,100.0,83.0,96.0,19.0,0.77,1.38,0.0,3.0,0.81,0.55,119.36,184.77,140.0,19.21,115.0,180.0,140.98,19.05,136.0,110.0,120.8,145.0,139.6,114.91,127.9,113.06,27229.0,26020.0,25870.0,26370.0,25941.0,25274.0,24716.0,24531.0,131.27,129.4,127.47,120.56,130.0,127.6,125.0,119.4
2023-02-11 03:00:00,728.0,684.0,80,80,80.0,80,673,779,100.0,83.0,100.0,24.0,0.85,4.59,0.0,3.0,0.54,0.96,118.87,180.0,140.68,15.55,117.3,173.6,139.09,15.02,124.4,110.0,126.8,114.4,130.8,130.0,154.0,193.6,24058.0,23736.0,23420.0,23502.0,24055.0,25277.0,27905.0,30373.0,118.87,120.42,126.66,138.0,117.3,119.55,124.4,132.1
2023-02-11 07:00:00,756.0,620.0,80,80,80.0,80,620,740,100.0,83.0,93.0,6.0,0.64,2.33,0.0,3.0,0.0,2.16,118.87,180.0,140.68,15.55,117.3,173.6,139.09,15.02,161.0,193.6,179.0,176.0,172.8,148.0,148.0,140.8,32726.0,34362.0,35532.0,35650.0,35800.0,35281.0,34750.0,33720.0,133.95,139.63,143.73,139.29,133.35,144.6,144.4,138.2
2023-02-11 11:00:00,674.0,560.0,80,80,80.0,80,464,684,100.0,90.0,98.0,66.0,1.2,1.72,0.0,6.0,0.5,3.84,118.87,180.0,140.68,15.55,117.3,173.6,139.09,15.02,125.6,123.2,124.8,118.3,111.15,110.8,124.8,120.7,33249.0,33176.0,34412.0,34234.0,33950.0,33540.0,33546.0,33380.0,144.0,142.66,138.48,138.6,138.1,139.1,138.2,135.65
2023-02-11 15:00:00,500.0,516.0,80,80,80.0,80,422,613,100.0,90.0,88.0,39.0,0.49,3.4,0.0,7.26,0.0,3.33,118.87,180.0,140.68,15.55,117.3,173.6,139.09,15.02,125.8,141.2,137.9,164.0,137.9,176.5,173.3,150.4,33501.0,34177.0,34812.0,35947.0,37719.0,38300.0,38007.0,37285.0,139.65,146.7,180.0,179.99,130.0,146.4,171.2,173.6
2023-02-11 19:00:00,495.0,649.0,80,80,80.0,80,427,606,100.0,90.0,100.0,46.0,0.59,2.64,0.0,6.0,0.0,5.0,118.87,180.0,140.68,15.55,117.3,173.6,139.09,15.02,161.75,133.5,148.8,132.8,149.4,139.7,137.6,129.3,36327.0,35179.0,33874.0,32320.0,31111.0,29771.0,28530.0,26572.0,161.01,151.23,140.5,135.1,164.8,152.3,142.9,136.0
2023-02-11 23:00:00,517.0,615.0,80,80,80.0,80,715,822,100.0,60.0,83.0,24.0,0.83,1.39,0.0,12.0,3.0,3.0,118.87,180.0,140.68,15.55,117.3,173.6,139.09,15.02,136.7,143.1,118.0,133.8,137.1,127.0,131.2,124.0,25241.0,23980.0,22800.0,23980.0,23545.0,23009.0,22408.0,22078.0,140.45,129.95,135.25,127.95,144.0,140.9,139.0,129.9
2023-02-12 03:00:00,605.0,528.0,80,80,80.0,80,756,886,100.0,68.0,70.0,5.0,0.63,2.12,0.0,10.27,6.0,3.0,124.86,178.44,137.71,13.56,125.9,187.0,141.54,16.49,118.5,112.3,134.8,124.8,127.5,144.7,142.4,130.0,21605.0,21203.0,20964.0,20800.0,21054.0,21422.0,22742.0,23808.0,127.0,126.99,126.99,128.7,126.2,125.9,126.1,132.8
2023-02-12 07:00:00,650.0,587.0,80,80,80.0,80,727,866,99.0,71.0,93.0,34.0,0.56,2.34,0.0,10.39,0.81,0.81,124.86,178.44,137.71,13.56,125.9,187.0,141.54,16.49,102.0,133.0,120.4,154.0,130.0,144.4,139.0,138.4,25374.0,26571.0,28482.0,29700.0,30421.0,30600.0,31300.0,30900.0,135.48,139.0,136.61,138.23,129.5,134.6,138.0,142.0
2023-02-12 11:00:00,611.0,574.0,80,80,80.0,80,598,805,97.0,82.0,88.0,38.0,1.2,1.95,0.0,13.22,2.97,5.97,124.86,178.44,137.71,13.56,125.9,187.0,141.54,16.49,138.7,146.2,142.7,142.0,144.3,139.8,132.7,133.7,30836.0,30739.0,30746.0,30771.0,29746.0,29700.0,29711.0,30168.0,140.7,138.09,129.26,135.95,137.1,140.0,137.0,141.9
2023-02-12 15:00:00,460.0,510.0,80,80,80.0,80,535,712,100.0,72.0,69.0,9.0,0.49,2.95,0.0,22.32,6.12,6.26,124.86,178.44,137.71,13.56,125.9,187.0,141.54,16.49,125.0,126.95,125.8,150.4,164.0,186.5,185.0,178.0,30878.0,31457.0,32508.0,33778.0,35465.0,36800.0,36651.0,36080.0,130.53,139.94,178.44,175.09,137.5,147.9,187.0,181.9
2023-02-12 19:00:00,453.0,540.0,80,80,80.0,80,625,722,97.0,84.0,70.0,10.0,0.88,2.65,0.0,14.87,5.5,5.5,124.86,178.44,137.71,13.56,125.9,187.0,141.54,16.49,174.4,151.1,151.9,125.8,145.7,125.8,125.3,121.2,35065.0,33398.0,32443.0,31600.0,30485.0,29290.0,27780.0,26453.0,153.4,138.07,135.76,132.77,174.0,146.0,140.4,132.9
2023-02-12 23:00:00,494.0,618.0,80,80,80.0,80,715,800,97.0,62.0,89.0,29.0,0.78,1.63,0.0,16.19,2.5,5.0,124.86,178.44,137.71,13.56,125.9,187.0,141.54,16.49,143.0,129.0,115.1,132.7,129.9,119.5,129.6,122.5,25065.0,24000.0,24200.0,24500.0,23963.0,23368.0,22672.0,22211.0,124.86,123.93,123.48,119.31,128.5,124.45,125.9,122.8
2023-02-13 03:00:00,604.0,530.0,80,80,80.0,80,728,870,100.0,74.0,100.0,50.0,0.85,4.87,0.0,20.37,0.0,5.0,119.31,184.85,144.7,23.57,122.8,190.2,145.94,22.7,126.9,118.0,126.0,119.1,120.0,124.0,124.2,120.0,21924.0,21580.0,21441.0,21311.0,21300.0,21563.0,22756.0,23699.0,120.58,125.0,137.36,161.9,122.8,125.35,140.0,163.0
2023-02-13 07:00:00,626.0,581.0,80,80,80.0,80,483,746,100.0,69.0,74.0,10.0,0.5,3.14,0.0,26.58,4.49,5.0,119.31,184.85,144.7,23.57,122.8,190.2,145.94,22.7,125.75,135.7,119.05,156.0,128.1,142.0,137.57,142.4,24990.0,25715.0,27121.0,27800.0,28641.0,29071.0,29700.0,29594.0,182.58,181.01,168.01,148.5,180.0,180.0,165.7,146.7
2023-02-13 11:00:00,445.0,401.0,80,80,80.0,80,448,762,97.0,81.0,88.0,11.0,0.77,2.12,0.0,10.0,2.72,6.57,119.31,184.85,144.7,23.57,122.8,190.2,145.94,22.7,133.82,142.8,138.0,138.0,142.05,134.0,137.4,138.0,29796.0,29981.0,30347.0,30500.0,30038.0,29600.0,29936.0,30252.0,130.54,121.93,120.77,127.8,132.6,127.3,127.4,129.35
2023-02-13 15:00:00,400.0,363.0,80,80,80.0,80,450,740,55.0,5.0,4.0,4.0,0.74,4.49,30.0,9.29,7.0,7.0,119.31,184.85,144.7,23.57,122.8,190.2,145.94,22.7,139.0,130.0,145.0,177.6,175.0,187.0,185.0,163.2,31258.0,32348.0,33976.0,35950.0,37338.0,37500.0,37259.0,35863.0,145.8,168.64,183.96,184.85,142.8,165.3,190.2,188.0
2023-02-13 19:00:00,400.0,497.0,80,80,80.0,80,540,728,99.0,75.0,98.0,19.0,0.8,2.96,0.0,20.07,0.6,6.0,119.31,184.85,144.7,23.57,122.8,190.2,145.94,22.7,178.7,151.3,170.0,129.85,139.95,120.0,127.6,120.0,34568.0,33338.0,32512.0,31500.0,30197.0,28959.0,27605.0,25975.0,166.43,143.99,136.44,125.7,165.7,145.0,139.1,129.2
2023-02-13 23:00:00,449.0,590.0,80,80,80.0,80,582,790,100.0,79.0,72.0,26.0,0.75,1.35,0.0,16.71,4.5,5.0,119.31,184.85,144.7,23.57,122.8,190.2,145.94,22.7,124.0,116.0,116.0,125.0,126.7,116.0,120.0,116.0,24388.0,23300.0,23200.0,24000.0,23771.0,23297.0,22833.0,22697.0,124.36,124.95,121.02,119.6,124.0,123.8,123.2,117.5
2023-02-14 03:00:00,587.0,504.0,80,80,80.0,80,616,868,100.0,66.0,72.0,26.0,0.61,4.87,0.0,12.0,4.5,5.0,117.94,186.07,140.67,22.97,115.8,184.4,137.96,21.99,120.0,116.0,124.5,116.2,140.3,148.9,161.9,180.0,22292.0,21922.0,22000.0,22081.0,23033.0,24184.0,27111.0,29532.0,118.71,123.37,150.08,174.01,118.0,123.77,141.93,166.0
2023-02-14 07:00:00,632.0,571.0,80,80,80.0,80,429,771,100.0,70.0,100.0,29.0,0.64,13.25,0.0,22.88,0.0,8.23,117.94,186.07,140.67,22.97,115.8,184.4,137.96,21.99,155.0,193.0,166.9,184.2,168.7,155.2,136.0,128.4,31742.0,33141.0,34321.0,35300.0,36300.0,35870.0,35238.0,34850.0,186.07,174.01,150.74,128.06,184.4,173.3,148.91,128.73
2023-02-14 11:00:00,471.0,508.0,80,80,80.0,80,394,767,100.0,69.0,92.0,32.0,0.69,19.8,0.0,17.0,1.91,6.0,117.94,186.07,140.67,22.97,115.8,184.4,137.96,21.99,119.0,117.4,121.6,116.0,121.0,116.0,126.4,122.6,33539.0,33074.0,33014.0,32736.0,32540.0,32100.0,32126.0,32449.0,119.71,118.77,117.94,118.66,116.76,116.0,115.8,116.0
2023-02-14 15:00:00,427.0,376.0,80,80,80.0,80,381,843,100.0,69.0,80.0,18.0,0.5,11.82,0.0,23.25,5.09,6.74,117.94,186.07,140.67,22.97,115.8,184.4,137.96,21.99,134.4,143.3,154.0,180.0,179.0,204.8,190.4,173.6,32835.0,33546.0,34792.0,36303.0,37819.0,39058.0,39500.0,38605.0,131.1,156.3,175.3,171.89,128.5,151.0,174.0,171.0
2023-02-14 19:00:00,427.0,511.0,80,80,80.0,80,491,633,100.0,70.0,100.0,30.0,0.69,2.72,0.0,21.06,0.46,6.96,117.94,186.07,140.67,22.97,115.8,184.4,137.96,21.99,176.2,157.45,166.4,145.0,141.0,141.0,131.2,120.0,37714.0,36551.0,35563.0,34700.0,33555.0,31852.0,29800.0,28105.0,166.05,145.46,135.0,125.2,155.0,137.2,132.3,124.9
