,Volume Requirements Forecast - DC-H - GB (MW),Volume Requirements Forecast - DC-L - GB (MW),Volume Requirements Forecast - DR-H - GB (MW),Volume Requirements Forecast - DR-L - GB (MW),Volume Requirements Forecast - DM-H - GB (MW),Volume Requirements Forecast - DM-L - GB (MW),Ancillary Volume Accepted - DC-H - GB (MW),Ancillary Volume Accepted - DC-L - GB (MW),Ancillary Volume Accepted - DR-H - GB (MW),Ancillary Volume Accepted - DR-L - GB (MW),Ancillary Volume Accepted - DM-H - GB (MW),Ancillary Volume Accepted - DM-L - GB (MW),Ancillary Price - DC-H - GB (£/MW/h),Ancillary Price - DC-L - GB (£/MW/h),Ancillary Price - DR-H - GB (£/MW/h),Ancillary Price - DR-L - GB (£/MW/h),Ancillary Price - DM-H - GB (£/MW/h),Ancillary Price - DM-L - GB (£/MW/h),"Day Ahead Price (N2EX, local) - GB (£/MWh)_min","Day Ahead Price (N2EX, local) - GB (£/MWh)_max","Day Ahead Price (N2EX, local) - GB (£/MWh)_mean","Day Ahead Price (N2EX, local) - GB (£/MWh)_std","Day Ahead Price (EPEX, local) - GB (£/MWh)_min","Day Ahead Price (EPEX, local) - GB (£/MWh)_max","Day Ahead Price (EPEX, local) - GB (£/MWh)_mean","Day Ahead Price (EPEX, local) - GB (£/MWh)_std","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_0","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_1","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_2","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_3","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_4","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_5","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_6","Day Ahead Price (EPEX half-hourly, local) - GB (£/MWh)_timeslot_7",National Demand Forecast (NDF) - GB (MW)_timeslot_0,National Demand Forecast (NDF) - GB (MW)_timeslot_1,National Demand Forecast (NDF) - GB (MW)_timeslot_2,National Demand Forecast (NDF) - GB (MW)_timeslot_3,National Demand Forecast (NDF) - GB (MW)_timeslot_4,National Demand Forecast (NDF) - GB (MW)_timeslot_5,National Demand Forecast (NDF) - GB (MW)_timeslot_6,National Demand Forecast (NDF) - GB (MW)_timeslot_7,"Day Ahead Price (N2EX, local) - GB (£/MWh)_timeslot_0","Day Ahead Price (N2EX, local) - GB (£/MWh)_timeslot_1","Day Ahead Price (N2EX, local) - GB (£/MWh)_timeslot_2","Day Ahead Price (N2EX, local) - GB (£/MWh)_timeslot_3","Day Ahead Price (EPEX, local) - GB (£/MWh)_timeslot_0","Day Ahead Price (EPEX, local) - GB (£/MWh)_timeslot_1","Day Ahead Price (EPEX, local) - GB (£/MWh)_timeslot_2","Day Ahead Price (EPEX, local) - GB (£/MWh)_timeslot_3"
2023-01-01 23:00:00,640.0,655.0,80,80,80.0,80,788,659,98.0,17.0,66.0,,1.1,2.55,1.58,6.0,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,150.03,185.25,192.79,164.7,150.0,145.1,146.1,138.0
2023-01-02 03:00:00,711.0,618.0,80,80,80.0,80,839,908,98.0,17.0,54.0,,5.46,2.9,3.08,3.0,7.5,,121.43,244.99,164.28,29.22,123.6,248.0,163.7,30.56,,,,,,,,,,,,,,,,,147.38,121.43,125.27,139.96,128.2,128.2,133.6,150.0
2023-01-02 07:00:00,749.0,648.0,80,80,80.0,80,741,821,95.0,15.0,74.0,,1.1,3.0,2.03,4.0,5.78,,121.43,244.99,164.28,29.22,123.6,248.0,163.7,30.56,,,,,,,,,,,,,,,,,125.91,142.1,160.76,157.96,123.6,142.1,161.8,168.0
2023-01-02 11:00:00,669.0,589.0,80,80,80.0,80,608,715,95.0,15.0,70.0,,1.0,2.55,1.94,8.0,7.5,,121.43,244.99,164.28,29.22,123.6,248.0,163.7,30.56,,,,,,,,,,,,,,,,,166.32,160.0,165.0,161.14,168.0,174.0,170.0,168.2
2023-01-02 15:00:00,470.0,517.0,80,80,80.0,80,662,742,57.0,15.0,74.0,,2.13,8.25,25.0,14.0,6.5,,121.43,244.99,164.28,29.22,123.6,248.0,163.7,30.56,,,,,,,,,,,,,,,,,151.38,200.0,244.99,214.93,171.4,215.7,248.0,215.4
2023-01-02 19:00:00,450.0,538.0,80,80,80.0,80,769,639,70.0,10.0,75.0,,1.66,2.55,22.0,6.0,6.78,,121.43,244.99,164.28,29.22,123.6,248.0,163.7,30.56,,,,,,,,,,,,,,,,,183.0,156.45,174.0,132.06,183.0,153.4,170.0,139.0
2023-01-02 23:00:00,522.0,617.0,80,80,80.0,80,806,794,100.0,22.0,59.0,,1.96,2.55,0.0,10.4,7.88,,121.43,244.99,164.28,29.22,123.6,248.0,163.7,30.56,180.0,148.0,146.4,181.0,183.0,159.4,164.1,161.0,23526.0,22800.0,22500.0,22900.0,22732.0,22083.0,21441.0,21025.0,169.99,158.54,149.92,94.88,188.0,167.1,160.0,119.6
2023-01-03 03:00:00,713.0,822.0,80,80,80.0,80,815,800,100.0,22.0,59.0,,5.45,2.55,0.0,11.6,7.5,,62.98,162.99,137.91,29.99,56.7,170.1,141.88,29.45,147.0,140.18,130.0,122.0,130.0,130.0,148.0,144.2,20098.0,19663.0,19216.0,19200.0,19667.0,20259.0,21519.0,22515.0,87.8,98.23,118.37,147.2,101.0,105.6,122.9,157.4
2023-01-03 07:00:00,806.0,875.0,80,80,80.0,80,582,662,100.0,22.0,74.0,,0.8,2.55,0.0,14.28,6.4,,62.98,162.99,137.91,29.99,56.7,170.1,141.88,29.45,126.5,136.0,137.8,150.6,157.2,166.0,154.4,154.0,23333.0,23795.0,24919.0,26000.0,26860.0,27621.0,28200.0,28353.0,147.4,157.9,162.99,162.63,142.0,154.8,158.3,161.0
2023-01-03 11:00:00,677.0,759.0,80,80,80.0,80,428,577,100.0,22.0,69.0,,0.53,1.28,0.0,17.4,7.5,,62.98,162.99,137.91,29.99,56.7,170.1,141.88,29.45,150.0,162.0,156.0,156.8,160.0,153.9,153.4,150.0,28795.0,28905.0,29100.0,29089.0,28603.0,28600.0,28810.0,29136.0,156.0,151.48,155.43,159.94,156.0,163.4,157.9,157.4
2023-01-03 15:00:00,469.0,664.0,80,80,80.0,80,391,602,66.0,16.0,74.0,,0.01,2.55,25.0,15.0,6.5,,62.98,162.99,137.91,29.99,56.7,170.1,141.88,29.45,155.0,155.0,151.1,214.4,210.0,213.6,213.0,175.0,29979.0,31018.0,33173.0,35219.0,36380.0,36400.0,36067.0,35793.0,157.22,162.24,160.3,143.06,145.2,167.7,170.1,157.0
2023-01-03 19:00:00,441.0,692.0,80,80,80.0,80,636,774,67.0,20.0,74.0,,0.8,3.38,22.0,13.0,6.5,,62.98,162.99,137.91,29.99,56.7,170.1,141.88,29.45,182.9,163.0,159.0,130.0,169.5,125.5,136.0,90.0,34620.0,33418.0,32502.0,31500.0,30262.0,28862.0,27414.0,25871.0,160.0,151.01,115.5,88.82,168.0,145.8,122.1,88.1
2023-01-03 23:00:00,673.0,829.0,80,80,80.0,80,835,826,97.0,42.0,59.0,,4.41,2.05,0.79,11.0,6.95,,62.98,162.99,137.91,29.99,56.7,170.1,141.88,29.45,159.0,127.4,126.8,144.8,149.0,112.0,120.2,81.1,24276.0,23480.0,22600.0,23290.0,22861.0,22056.0,21357.0,20904.0,62.98,49.46,29.48,10.39,56.7,39.3,21.0,9.6
2023-01-04 03:00:00,797.0,872.0,80,80,80.0,80,844,825,97.0,39.0,56.0,,12.69,5.95,2.22,4.56,6.88,,6.53,180.06,107.24,56.05,5.4,171.4,103.63,56.08,111.0,63.0,112.0,96.0,123.0,132.8,147.0,147.0,20385.0,19912.0,19540.0,19658.0,20257.0,21103.0,23308.0,25032.0,6.53,10.05,35.64,84.1,5.6,5.4,31.5,82.5
2023-01-04 07:00:00,819.0,894.0,80,80,80.0,80,740,674,97.0,41.0,74.0,,2.1,2.1,0.87,13.0,6.4,,6.53,180.06,107.24,56.05,5.4,171.4,103.63,56.08,142.0,168.45,138.0,164.0,138.0,161.0,158.0,160.6,27220.0,28658.0,30078.0,31320.0,32967.0,33872.0,34590.0,34799.0,121.89,138.06,145.03,144.01,118.0,132.0,146.0,147.8
2023-01-04 11:00:00,703.0,761.0,80,80,80.0,80,629,604,97.0,41.0,69.0,,1.0,1.26,0.09,17.0,6.6,,6.53,180.06,107.24,56.05,5.4,171.4,103.63,56.08,153.5,162.3,160.0,160.4,166.6,156.9,167.2,153.1,35300.0,35588.0,35997.0,36000.0,36000.0,36140.0,36107.0,36187.0,138.98,144.01,144.53,132.41,136.1,137.7,134.4,134.3
2023-01-04 15:00:00,536.0,688.0,80,80,80.0,80,620,740,82.0,20.0,74.0,,0.72,8.89,18.0,21.0,6.5,,6.53,180.06,107.24,56.05,5.4,171.4,103.63,56.08,141.0,166.4,150.0,185.0,170.0,167.1,164.8,137.2,36271.0,36338.0,37554.0,38424.0,38600.0,38391.0,37433.0,36293.0,128.3,166.3,180.06,169.92,129.5,155.4,171.4,165.7
2023-01-04 19:00:00,528.0,720.0,80,80,80.0,80,755,767,96.0,35.0,72.0,,1.87,4.0,4.64,14.0,5.0,,6.53,180.06,107.24,56.05,5.4,171.4,103.63,56.08,162.2,155.4,155.4,110.0,138.0,60.0,103.0,30.0,35218.0,34058.0,32574.0,31000.0,29144.0,27057.0,25143.0,23713.0,148.61,151.46,140.09,87.41,169.0,140.0,115.0,88.0
2023-01-04 23:00:00,668.0,836.0,80,80,80.0,80,669,770,90.0,31.0,60.0,3.0,0.77,2.5,6.0,0.0,6.95,0.0,6.53,180.06,107.24,56.05,5.4,171.4,103.63,56.08,100.0,45.0,40.0,65.0,64.0,25.2,10.0,-2.8,22065.0,20740.0,20570.0,21040.0,20688.0,20100.0,19454.0,19104.0,67.04,82.02,81.67,76.56,72.0,69.6,60.0,52.0
2023-01-05 03:00:00,745.0,730.0,80,80,80.0,80,682,881,90.0,33.0,59.0,3.0,1.5,3.0,6.0,6.4,8.0,1.4,76.56,184.59,128.3,32.77,52.0,168.0,124.91,39.02,0.0,-10.0,8.2,7.7,36.9,64.0,60.4,94.4,18776.0,18458.0,18250.0,18340.0,19129.0,20221.0,22386.0,24437.0,83.56,90.2,100.05,138.9,60.0,78.0,105.1,150.6
2023-01-05 07:00:00,754.0,628.0,80,80,80.0,80,453,630,97.0,32.0,83.0,6.0,0.52,2.49,0.94,13.0,4.5,3.07,76.56,184.59,128.3,32.77,52.0,168.0,124.91,39.02,108.9,135.0,138.5,155.0,150.0,150.0,157.3,147.1,27083.0,29081.0,30598.0,31300.0,32350.0,32640.0,32349.0,32250.0,136.01,149.08,182.19,184.59,148.0,165.0,168.0,168.0
2023-01-05 11:00:00,515.0,513.0,80,80,80.0,80,352,581,100.0,38.0,92.0,43.0,0.01,1.58,0.0,18.0,0.77,4.1,76.56,184.59,128.3,32.77,52.0,168.0,124.91,39.02,143.1,133.9,144.0,145.7,142.2,135.8,140.8,138.3,32028.0,31986.0,32071.0,31906.0,31800.0,31887.0,32288.0,32793.0,160.65,139.91,136.7,138.61,160.6,152.2,152.2,144.0
2023-01-05 15:00:00,415.0,457.0,80,80,80.0,80,376,717,66.0,19.0,82.0,9.0,0.11,2.5,20.0,18.0,4.56,2.28,76.56,184.59,128.3,32.77,52.0,168.0,124.91,39.02,128.0,137.0,133.0,183.2,184.0,183.0,186.3,160.0,33409.0,34429.0,35472.0,36482.0,37051.0,37100.0,36328.0,35607.0,141.09,158.29,154.62,145.38,130.0,155.3,156.0,148.0
2023-01-05 19:00:00,425.0,591.0,80,80,80.0,80,638,777,90.0,35.0,73.0,3.0,1.0,3.0,0.0,10.0,6.0,1.07,76.56,184.59,128.3,32.77,52.0,168.0,124.91,39.02,166.8,148.0,166.0,148.0,165.0,115.0,116.6,42.6,34543.0,33535.0,32322.0,30850.0,29660.0,28434.0,27190.0,25723.0,147.85,137.42,130.05,103.01,142.9,135.0,125.4,92.0
2023-01-05 23:00:00,716.0,738.0,80,80,80.0,80,691,826,78.0,26.0,68.0,13.0,2.09,11.35,10.0,0.0,5.88,0.0,76.56,184.59,128.3,32.77,52.0,168.0,124.91,39.02,110.0,67.0,57.0,100.0,100.0,70.0,83.2,75.0,24189.0,23160.0,22300.0,22980.0,22865.0,22364.0,21516.0,21321.0,80.7,76.08,65.74,52.65,80.0,72.1,64.9,51.0
2023-01-06 03:00:00,832.0,789.0,80,80,80.0,80,697,816,78.0,27.0,39.0,,9.4,6.86,12.0,5.0,5.88,,52.65,149.95,108.2,31.16,45.9,165.0,110.34,34.24,89.4,70.0,75.0,80.0,65.8,115.4,132.4,132.0,21216.0,20891.0,20779.0,20750.0,21278.0,21942.0,24326.0,26629.0,52.72,55.02,67.09,92.61,45.9,49.4,69.0,109.0
2023-01-06 07:00:00,849.0,798.0,80,80,80.0,80,622,709,82.0,32.0,63.0,,1.48,6.25,14.22,11.78,5.88,,52.65,149.95,108.2,31.16,45.9,165.0,110.34,34.24,118.0,139.4,135.0,157.8,151.4,152.4,154.3,149.7,29349.0,31169.0,32689.0,33250.0,34255.0,34448.0,34600.0,34200.0,124.09,125.28,125.07,117.42,124.7,126.0,132.0,128.0
2023-01-06 11:00:00,738.0,693.0,80,80,80.0,80,462,599,100.0,28.0,87.0,24.0,1.25,4.5,0.0,16.0,2.89,1.43,52.65,149.95,108.2,31.16,45.9,165.0,110.34,34.24,136.0,130.0,116.9,116.9,120.0,115.0,139.0,115.0,33950.0,33856.0,34138.0,33738.0,33399.0,32900.0,33005.0,33110.0,118.94,130.01,122.81,127.6,124.3,129.0,122.8,125.9
2023-01-06 15:00:00,499.0,479.0,80,80,80.0,80,514,609,30.0,10.0,88.0,,2.85,17.02,30.0,18.0,3.5,,52.65,149.95,108.2,31.16,45.9,165.0,110.34,34.24,116.9,125.0,121.7,170.0,155.0,138.3,135.0,118.1,33454.0,34201.0,35322.0,36521.0,36700.0,36529.0,35869.0,34978.0,126.0,148.98,149.95,136.0,128.0,154.0,165.0,144.5
2023-01-06 19:00:00,474.0,609.0,80,80,80.0,80,734,771,100.0,26.0,49.0,,9.3,4.95,0.0,10.0,6.88,,52.65,149.95,108.2,31.16,45.9,165.0,110.34,34.24,145.0,133.0,138.2,120.0,133.4,80.7,106.8,62.9,33946.0,32728.0,31478.0,30000.0,28442.0,26936.0,25440.0,24016.0,134.98,130.09,126.9,102.51,136.5,130.6,124.0,102.4
2023-01-06 23:00:00,700.0,737.0,80,80,80.0,80,851,837,85.0,30.0,56.0,,1.2,1.76,6.0,3.0,6.0,,52.65,149.95,108.2,31.16,45.9,165.0,110.34,34.24,118.0,89.6,81.15,112.0,94.25,70.1,80.0,64.7,22221.0,21300.0,20390.0,20940.0,20758.0,20218.0,19771.0,19454.0,88.17,80.86,75.95,65.06,89.1,86.0,78.0,64.8
2023-01-07 03:00:00,835.0,794.0,80,80,80.0,80,867,853,85.0,30.0,56.0,,5.23,2.73,6.0,4.0,6.0,,23.6,167.75,102.31,43.83,22.1,150.0,92.86,35.94,66.1,59.2,70.8,75.2,76.8,106.0,112.0,154.0,19322.0,18807.0,18600.0,18766.0,19416.0,20194.0,22379.0,24544.0,60.34,61.33,64.27,79.66,52.1,48.0,57.2,76.9
2023-01-07 07:00:00,866.0,826.0,80,80,80.0,80,775,775,99.0,31.0,80.0,10.0,5.57,2.9,0.48,10.0,5.73,2.95,23.6,167.75,102.31,43.83,22.1,150.0,92.86,35.94,87.4,129.0,125.1,139.6,134.2,140.8,146.8,139.6,27407.0,29369.0,30782.0,31600.0,32780.0,32705.0,32665.0,32569.0,79.54,138.99,147.99,164.49,70.5,113.5,134.0,150.0
2023-01-07 11:00:00,832.0,772.0,80,80,80.0,80,705,631,96.0,34.0,77.0,,2.05,2.94,0.0,10.0,5.88,,23.6,167.75,102.31,43.83,22.1,150.0,92.86,35.94,121.3,121.6,128.0,120.0,131.0,125.0,135.0,125.0,32152.0,32162.0,32597.0,32700.0,32754.0,32600.0,33066.0,33204.0,167.75,150.28,143.58,117.71,137.2,136.6,128.0,98.2
2023-01-07 15:00:00,625.0,517.0,80,80,80.0,80,706,637,52.0,11.0,69.0,,1.2,2.58,20.0,0.0,5.88,,23.6,167.75,102.31,43.83,22.1,150.0,92.86,35.94,115.2,129.0,116.0,158.6,163.2,152.0,147.2,113.65,33757.0,34680.0,35970.0,37067.0,37500.0,36836.0,36112.0,35258.0,113.3,142.7,166.94,133.99,94.8,125.6,136.1,126.0
2023-01-07 19:00:00,628.0,652.0,80,80,80.0,80,777,751,96.0,26.0,69.0,10.0,2.05,2.55,1.25,6.0,6.0,1.95,23.6,167.75,102.31,43.83,22.1,150.0,92.86,35.94,135.0,125.3,128.0,119.7,132.5,120.0,116.7,60.8,33766.0,32511.0,31121.0,29600.0,28167.0,26763.0,24919.0,23672.0,108.67,69.77,54.62,44.0,104.3,80.0,61.7,47.0
2023-01-07 23:00:00,765.0,753.0,80,80,80.0,80,811,827,95.0,35.0,56.0,5.0,1.1,2.05,0.79,6.0,6.0,1.95,23.6,167.75,102.31,43.83,22.1,150.0,92.86,35.94,136.2,90.0,83.0,109.7,112.0,74.0,95.0,77.0,22276.0,21200.0,20520.0,21000.0,20599.0,19898.0,19401.0,18896.0,23.6,18.0,15.48,3.49,22.1,18.1,14.0,6.5
2023-01-08 03:00:00,844.0,807.0,80,80,80.0,80,813,834,95.0,35.0,56.0,5.0,4.95,2.05,0.97,5.0,6.0,1.95,0.95,189.79,80.19,61.91,0.0,184.5,85.03,63.69,95.0,80.0,64.0,64.0,57.0,76.1,72.1,115.2,18260.0,17706.0,17354.0,17200.0,17453.0,18005.0,19206.0,20340.0,2.39,0.95,2.37,15.95,1.3,0.0,2.9,15.1
2023-01-08 07:00:00,864.0,823.0,80,80,80.0,80,820,786,92.0,31.0,69.0,,1.57,3.0,2.72,1.36,5.88,,0.95,189.79,80.19,61.91,0.0,184.5,85.03,63.69,75.0,124.0,108.0,163.27,150.4,160.0,155.0,161.46,21834.0,23120.0,24922.0,26400.0,27826.0,28699.0,29200.0,29120.0,26.01,48.07,58.2,72.83,14.0,42.4,64.1,99.0
2023-01-08 11:00:00,841.0,785.0,80,80,80.0,80,722,661,93.0,32.0,62.0,9.0,1.5,2.05,6.0,6.5,5.88,2.5,0.95,189.79,80.19,61.91,0.0,184.5,85.03,63.69,155.0,161.6,150.0,147.0,130.0,129.0,120.0,112.0,28971.0,29073.0,29047.0,29200.0,28768.0,28500.0,28573.0,28729.0,81.15,101.3,123.91,126.9,121.0,119.8,132.5,136.0
2023-01-08 15:00:00,675.0,632.0,80,80,80.0,80,662,729,62.0,17.0,69.0,,1.5,3.0,27.0,10.0,5.88,,0.95,189.79,80.19,61.91,0.0,184.5,85.03,63.69,125.0,134.0,124.8,175.0,180.0,171.8,137.0,111.0,29102.0,29645.0,30944.0,32301.0,33022.0,33300.0,32658.0,31518.0,130.1,159.22,189.79,176.68,133.0,172.3,184.5,169.5
2023-01-08 19:00:00,599.0,644.0,80,80,80.0,80,754,766,87.0,28.0,69.0,9.0,2.05,4.0,7.98,6.0,6.0,1.95,0.95,189.79,80.19,61.91,0.0,184.5,85.03,63.69,109.0,70.4,80.1,51.0,80.0,27.3,65.0,35.0,30313.0,29145.0,27945.0,26850.0,25679.0,24487.0,23368.0,22292.0,153.4,138.79,139.99,66.21,153.4,136.7,135.8,84.2
2023-01-08 23:00:00,691.0,738.0,80,80,80.0,80,676,783,93.0,15.0,82.0,,1.1,3.0,0.0,2.4,2.71,,0.95,189.79,80.19,61.91,0.0,184.5,85.03,63.69,23.0,-4.4,-20.0,18.0,9.6,-16.7,0.1,-22.1,21234.0,20490.0,20160.0,20570.0,20049.0,19636.0,19107.0,18746.0,73.34,69.38,62.06,50.48,84.7,77.5,77.8,70.0
2023-01-09 03:00:00,778.0,749.0,80,80,80.0,80,688,790,93.0,15.0,55.0,5.0,1.99,2.42,0.0,2.5,6.0,1.95,50.48,183.16,121.35,39.36,59.5,180.4,125.31,36.68,1.0,-17.6,1.0,-5.0,-17.2,-4.8,-10.6,14.1,18345.0,18038.0,17721.0,17600.0,17781.0,18167.0,18978.0,19588.0,50.95,61.99,91.99,124.0,59.5,62.0,90.6,124.0
2023-01-09 07:00:00,822.0,759.0,80,80,80.0,80,508,643,100.0,23.0,74.0,16.0,0.57,2.69,0.0,11.24,1.01,2.5,50.48,183.16,121.35,39.36,59.5,180.4,125.31,36.68,18.4,41.7,16.0,94.4,50.2,100.0,68.3,100.6,20690.0,21673.0,22913.0,24300.0,25796.0,26783.0,27700.0,28066.0,145.89,156.02,154.98,146.03,140.8,164.0,160.0,143.0
2023-01-09 11:00:00,616.0,520.0,80,80,80.0,80,464,593,99.0,33.0,76.0,15.0,1.25,3.2,0.0,10.06,3.0,2.5,50.48,183.16,121.35,39.36,59.5,180.4,125.31,36.68,70.0,95.1,100.0,118.5,130.8,131.2,135.7,135.4,28460.0,28843.0,29342.0,30000.0,30100.0,30259.0,30458.0,30927.0,137.71,136.08,138.41,140.81,136.0,135.2,135.6,136.0
2023-01-09 15:00:00,519.0,478.0,80,80,80.0,80,604,740,24.0,5.0,69.0,,1.1,4.3,11.99,2.5,5.88,,50.48,183.16,121.35,39.36,59.5,180.4,125.31,36.68,130.3,150.0,144.0,192.0,193.6,192.0,195.0,166.9,31713.0,32787.0,34270.0,35351.0,36100.0,35971.0,35392.0,34446.0,142.67,161.48,183.16,161.41,136.0,161.0,180.4,173.0
2023-01-09 19:00:00,490.0,600.0,80,80,80.0,80,723,742,100.0,25.0,76.0,17.0,2.05,2.55,0.0,14.94,3.13,1.95,50.48,183.16,121.35,39.36,59.5,180.4,125.31,36.68,170.0,117.2,150.0,130.0,148.2,100.0,77.1,10.0,34034.0,32939.0,31863.0,30540.0,29478.0,28143.0,26717.0,25056.0,143.82,145.98,123.37,92.64,161.0,147.9,137.8,106.4
2023-01-09 23:00:00,635.0,609.0,80,80,80.0,80,777,755,94.0,23.0,60.0,13.0,1.5,2.66,0.0,9.49,7.34,3.16,50.48,183.16,121.35,39.36,59.5,180.4,125.31,36.68,93.1,66.0,60.0,81.3,60.0,30.0,52.0,40.0,23520.0,22500.0,22160.0,22820.0,22535.0,22103.0,21608.0,21337.0,91.0,86.01,85.5,82.19,92.0,87.5,85.8,80.6
2023-01-10 03:00:00,695.0,671.0,80,80,80.0,80,780,764,94.0,27.0,55.0,6.0,4.02,2.23,0.0,13.7,6.02,1.45,26.5,164.95,119.73,36.46,30.2,173.0,122.86,36.65,52.0,40.0,55.0,49.35,52.0,77.4,100.0,175.0,20923.0,20638.0,20540.0,20753.0,21255.0,22225.0,24198.0,26134.0,84.36,90.64,118.4,146.99,81.0,94.0,122.1,147.0
2023-01-10 07:00:00,721.0,693.0,80,80,80.0,80,625,622,96.0,42.0,93.0,45.0,1.08,2.99,0.0,18.0,1.88,1.88,26.5,164.95,119.73,36.46,30.2,173.0,122.86,36.65,145.0,160.1,148.7,156.6,157.0,155.0,155.0,143.1,28384.0,30345.0,32622.0,33750.0,34750.0,34562.0,34391.0,34000.0,162.82,164.95,150.2,143.48,173.0,169.3,154.3,149.8
2023-01-10 11:00:00,619.0,527.0,80,80,80.0,80,572,563,100.0,48.0,88.0,45.0,1.3,1.85,0.0,18.0,1.88,1.88,26.5,164.95,119.73,36.46,30.2,173.0,122.86,36.65,137.6,134.8,134.6,135.9,136.55,134.4,140.8,137.7,33824.0,33581.0,33639.0,33933.0,33874.0,33673.0,33560.0,33685.0,138.34,136.68,139.32,137.35,142.7,138.0,139.0,139.1
2023-01-10 15:00:00,470.0,453.0,80,80,80.0,80,565,701,59.0,13.0,92.0,,0.03,4.9,20.0,20.0,0.76,,26.5,164.95,119.73,36.46,30.2,173.0,122.86,36.65,133.8,150.0,140.0,186.3,185.6,185.0,185.6,163.0,33607.0,34869.0,36880.0,38453.0,39930.0,39799.0,39161.0,38500.0,134.14,143.51,151.29,142.07,134.9,148.75,159.7,152.8
2023-01-10 19:00:00,468.0,587.0,80,80,80.0,80,754,765,90.0,25.0,68.0,6.0,1.94,2.96,1.97,17.75,5.99,1.8,26.5,164.95,119.73,36.46,30.2,173.0,122.86,36.65,184.8,150.65,166.75,147.1,170.0,127.7,160.0,81.0,37137.0,35622.0,34346.0,33300.0,31682.0,30045.0,28306.0,26675.0,146.91,124.39,82.4,55.03,136.4,119.6,97.8,65.4
2023-01-10 23:00:00,688.0,722.0,80,80,80.0,80,810,785,99.0,31.0,53.0,,1.5,2.97,0.42,3.0,6.0,,26.5,164.95,119.73,36.46,30.2,173.0,122.86,36.65,124.0,90.7,62.1,113.9,75.2,76.8,70.0,75.0,25015.0,23900.0,23450.0,23980.0,23823.0,23264.0,22945.0,22556.0,26.5,20.06,16.01,9.2,30.2,23.7,22.5,16.3
2023-01-11 03:00:00,811.0,761.0,80,80,80.0,80,812,791,76.0,21.0,17.0,,10.77,3.13,10.0,3.0,6.0,,6.62,171.19,98.27,57.56,12.5,169.1,104.3,54.69,80.0,70.9,90.0,80.0,110.0,115.0,118.0,147.2,22263.0,21838.0,21600.0,21742.0,22368.0,23381.0,25852.0,28350.0,6.62,10.54,51.05,86.28,12.5,19.3,55.6,84.0
2023-01-11 07:00:00,829.0,769.0,80,80,80.0,80,684,623,88.0,28.0,62.0,,1.28,2.63,10.0,10.11,4.77,,6.62,171.19,98.27,57.56,12.5,169.1,104.3,54.69,147.1,178.5,169.6,163.0,154.4,148.0,144.0,134.0,31441.0,33352.0,34381.0,34500.0,35548.0,35680.0,35900.0,35795.0,131.3,139.46,136.66,125.8,138.4,144.8,143.0,136.7
2023-01-11 11:00:00,676.0,635.0,80,80,80.0,80,665,588,98.0,43.0,57.0,,1.38,1.94,0.0,10.19,7.02,,6.62,171.19,98.27,57.56,12.5,169.1,104.3,54.69,134.0,127.0,134.7,141.8,141.3,137.0,152.1,139.4,36492.0,36340.0,36900.0,36775.0,36587.0,36304.0,36156.0,35858.0,123.97,125.5,134.0,134.94,135.15,136.0,141.0,142.4
2023-01-11 15:00:00,504.0,469.0,80,80,80.0,80,612,714,72.0,19.0,49.0,,0.55,4.99,20.0,15.0,6.87,,6.62,171.19,98.27,57.56,12.5,169.1,104.3,54.69,134.7,153.7,120.0,162.7,162.15,159.9,164.0,148.8,35800.0,36305.0,36819.0,37657.0,38400.0,37870.0,37148.0,36399.0,133.51,160.93,170.42,171.19,138.8,163.7,169.1,166.3
2023-01-11 19:00:00,481.0,595.0,80,80,80.0,80,736,750,90.0,19.0,69.0,,1.94,2.96,10.68,7.0,6.92,,6.62,171.19,98.27,57.56,12.5,169.1,104.3,54.69,145.0,143.0,147.1,84.2,121.9,50.0,56.4,22.6,35432.0,34207.0,32905.0,31390.0,29857.0,28244.0,26347.0,24602.0,157.24,135.8,93.54,64.4,147.1,133.0,109.9,74.0
2023-01-11 23:00:00,635.0,614.0,80,80,80.0,80,763,771,100.0,36.0,84.0,,8.13,2.54,0.0,8.0,1.04,,6.62,171.19,98.27,57.56,12.5,169.1,104.3,54.69,28.8,-20.0,-20.0,18.6,10.0,-14.0,1.0,0.0,22858.0,21800.0,21620.0,22160.0,21876.0,21263.0,20847.0,20394.0,20.04,25.46,22.94,16.72,49.9,44.2,44.3,40.0
2023-01-12 03:00:00,729.0,712.0,80,80,80.0,80,787,777,75.0,22.0,17.0,6.0,18.89,4.38,10.0,3.0,5.86,1.42,16.72,177.29,99.1,59.35,15.4,159.0,106.7,49.76,5.0,-10.0,0.0,0.0,20.0,45.2,22.2,140.0,19923.0,19657.0,19400.0,19525.0,20207.0,21511.0,24387.0,26739.0,21.37,17.04,44.3,95.01,32.9,38.0,68.7,114.0
